transaction_id,transaction_datetime,transaction_date,transaction_time,transaction_hour,day_of_week,is_weekend,is_night_transaction,customer_id,customer_account_age_days,customer_usual_location,customer_usual_state,customer_risk_segment,merchant_id,merchant_name,merchant_category,merchant_subcategory,merchant_city,merchant_area,merchant_state,merchant_pincode,merchant_latitude,merchant_longitude,merchant_business_age_years,merchant_average_ticket,merchant_operating_hours,merchant_payment_channels,merchant_historical_fraud_pattern,merchant_historical_fraud_rate,merchant_historical_fraud_count,amount,currency,transaction_type,payment_channel,transaction_channel,card_present,is_international,current_location,location_distance_km,is_location_changed,is_new_device,is_trusted_device,device_id,device_type,is_new_beneficiary,beneficiary_id,beneficiary_name,beneficiary_prior_transaction_count,customer_tx_count_last_1h,customer_tx_count_last_24h,customer_tx_count_last_7d,failed_login_attempts_last_24h,failed_transaction_attempts_last_24h,recent_password_reset_flag,fraud_scenario_type,fraud_lifecycle_stage,synthetic_fraud_scenario_description,is_fraud
TXN-CUST_SOWMIYA_003-10004,2026-06-26 17:07:43,2026-06-26,17:07:43,17,4,0,0,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M010,HarborView Residency,Hotel / Hospitality,Business & Luxury Hotel,Chennai,OMR,Tamil Nadu,600096,12.9165,80.2285,6,9500.0,24_HOURS,"ONLINE,POS,CARD,TRANSFER",Online travel booking fraud with stolen corporate credentials,0.041,102,26348.35,INR,PURCHASE,POS,MOBILE_APP,1,0,Bengaluru,13.0,0,0,1,DEV-SOWMIYA-ONEPLUS-11,mobile_android,0,BEN-CUST_SOWMIYA_003-TRUSTED,Trusted Household Vendor,5,0,1,9,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MOHANA_002-10004,2026-06-26 17:08:53,2026-06-26,17:08:53,17,4,0,0,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M020,GameGrid Arena,Gaming,"Esports, Consoles & Virtual Credits",Bengaluru,Koramangala,Karnataka,560095,12.9352,77.6245,4,3400.0,10:00-01:00,"ONLINE,UPI,CARD,WALLET",Virtual item laundering & bot-driven micro transactions,0.055,137,10158.43,INR,PURCHASE,WALLET,MOBILE_APP,0,0,Coimbatore,6.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,13,0,4,22,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10005,2026-06-26 18:32:27,2026-06-26,18:32:27,18,4,0,0,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M025,ShieldSure Services,Insurance Services,General & Health Insurance Premium,Chennai,Egmore,Tamil Nadu,600008,13.0784,80.2607,13,14000.0,09:30-18:00,"ONLINE,NETBANKING,CARD",Premium diversion / fake policy payment slips,0.019,47,910.89,INR,PURCHASE,NETBANKING,MOBILE_APP,0,0,Chennai,14.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,9,1,3,15,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10005,2026-06-26 18:32:52,2026-06-26,18:32:52,18,4,0,0,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M016,MotoCare Garage,Auto Service,Car Service & Detailing Hub,Chennai,Pallikaranai,Tamil Nadu,600100,12.9372,80.2014,7,8900.0,08:30-20:30,"POS,UPI,CARD",Over-invoicing / synthetic card payments,0.021,52,33288.59,INR,P2P_TRANSFER,POS,WEB_PORTAL,0,1,Dubai,3550.0,1,1,0,DEV-ROGUE-EMULATOR-977,unknown_bot,1,BEN-MULE-3243,QuickMule Transfer 57,0,9,27,118,6,4,0,Mule-account behavior,Pre-auth Block,Automated high-velocity attack from unknown device,1
TXN-CUST_MOHANA_002-10005,2026-06-26 18:33:40,2026-06-26,18:33:40,18,4,0,0,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M009,RapidFuel Station,Fuel Station,"Petrol, Diesel & EV Fast Charge",Salem,Fairlands,Tamil Nadu,636016,11.6643,78.146,9,3100.0,24_HOURS,"POS,FLEET_CARD,UPI",Automated fleet card skimming,0.024,60,8214.21,INR,PURCHASE,FLEET_CARD,MOBILE_APP,1,0,Coimbatore,14.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,5,0,3,19,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10006,2026-06-26 19:57:07,2026-06-26,19:57:07,19,4,0,0,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M019,ArenaSport World,Sports Retail,Fitness Equipment & Sports Wear,Chennai,Nungambakkam,Tamil Nadu,600034,13.0604,80.2405,6,5600.0,10:00-21:30,"POS,ONLINE,UPI,CARD",Stolen card chargeback on premium sports gear,0.026,65,2830.7,INR,PURCHASE,CARD,MOBILE_APP,1,0,Chennai,6.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,9,0,4,20,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10006,2026-06-26 19:58:01,2026-06-26,19:58:01,19,4,0,0,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M021,GlowCraft Salon,Salon / Beauty,Spa & Grooming Studio,Chennai,Porur,Tamil Nadu,600116,13.0382,80.1565,5,2800.0,09:00-21:00,"POS,UPI,CARD",Unusual late-night transaction spikes,0.011,27,9758.21,INR,P2P_TRANSFER,CARD,WEB_PORTAL,0,1,Lagos,2297.0,1,1,0,DEV-ROGUE-EMULATOR-308,unknown_bot,1,BEN-MULE-4163,QuickMule Transfer 66,0,5,21,88,5,2,0,Account takeover,Pre-auth Block,Automated high-velocity attack from unknown device,1
TXN-CUST_MOHANA_002-10006,2026-06-26 20:01:25,2026-06-26,20:01:25,20,4,0,0,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M027,BrickHarbor Realty,Real Estate / Property Services,Rental Escrow & Facility Management,Chennai,Porur,Tamil Nadu,600116,13.035,80.16,11,65000.0,09:00-19:00,"TRANSFER,NETBANKING,CARD",Security deposit phishing / escrow hijacking,0.039,97,11001.18,INR,PURCHASE,NETBANKING,MOBILE_APP,0,0,Coimbatore,8.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,15,0,4,18,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10007,2026-06-26 21:22:07,2026-06-26,21:22:07,21,4,0,0,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M008,BeanCircuit Cafe,Cafe,Specialty Coffee & Bakery,Bengaluru,Indiranagar,Karnataka,560038,12.9784,77.6408,3,650.0,07:30-23:00,"UPI,POS,CARD",QR code spoofing / fast velocity dining,0.009,22,2523.27,INR,PURCHASE,POS,MOBILE_APP,1,0,Chennai,9.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,12,0,4,23,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10007,2026-06-26 21:25:35,2026-06-26,21:25:35,21,4,0,0,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M019,ArenaSport World,Sports Retail,Fitness Equipment & Sports Wear,Chennai,Nungambakkam,Tamil Nadu,600034,13.0604,80.2405,6,5600.0,10:00-21:30,"POS,ONLINE,UPI,CARD",Stolen card chargeback on premium sports gear,0.026,65,35296.11,INR,PURCHASE,CARD,MOBILE_APP,1,0,Bengaluru,5.0,0,0,1,DEV-SOWMIYA-ONEPLUS-11,mobile_android,0,BEN-CUST_SOWMIYA_003-TRUSTED,Trusted Household Vendor,10,0,4,25,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MOHANA_002-10007,2026-06-26 21:29:24,2026-06-26,21:29:24,21,4,0,0,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M013,CartNest Online,E-commerce,Multi-category Marketplace,Chennai,Guindy,Tamil Nadu,600032,13.0067,80.2026,5,6200.0,24_HOURS,"ONLINE,UPI,CARD,NETBANKING",Account takeover + triangulation shipping fraud,0.045,112,3964.14,INR,PURCHASE,CARD,MOBILE_APP,0,0,Coimbatore,7.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,10,0,2,10,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10008,2026-06-26 22:46:50,2026-06-26,22:46:50,22,4,0,0,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M005,UrbanThread Studio,Fashion / Apparel,Designer & Ready-to-wear,Chennai,Anna Nagar,Tamil Nadu,600040,13.085,80.2101,5,4800.0,10:30-22:00,"POS,ONLINE,UPI,CARD",Refund abuse / credential stuffing,0.022,55,1972.29,INR,PURCHASE,ONLINE,MOBILE_APP,1,0,Chennai,2.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,5,0,1,12,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10008,2026-06-26 22:49:03,2026-06-26,22:49:03,22,4,0,0,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M007,SpiceRoute Kitchen,Restaurant,Fine Dining & Chettinad,Chennai,Adyar,Tamil Nadu,600020,13.0012,80.2565,7,2200.0,11:30-23:30,"POS,UPI,CARD",Cloned card POS terminal replay,0.018,45,25319.27,INR,PURCHASE,POS,MOBILE_APP,1,0,Bengaluru,4.0,0,0,1,DEV-SOWMIYA-ONEPLUS-11,mobile_android,0,BEN-CUST_SOWMIYA_003-TRUSTED,Trusted Household Vendor,6,0,4,19,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MOHANA_002-10008,2026-06-26 22:57:42,2026-06-26,22:57:42,22,4,0,0,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M007,SpiceRoute Kitchen,Restaurant,Fine Dining & Chettinad,Chennai,Adyar,Tamil Nadu,600020,13.0012,80.2565,7,2200.0,11:30-23:30,"POS,UPI,CARD",Cloned card POS terminal replay,0.018,45,5527.81,INR,PURCHASE,UPI,MOBILE_APP,1,0,Coimbatore,12.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,3,0,3,20,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10009,2026-06-27 00:12:51,2026-06-27,00:12:51,0,5,1,1,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M005,UrbanThread Studio,Fashion / Apparel,Designer & Ready-to-wear,Chennai,Anna Nagar,Tamil Nadu,600040,13.085,80.2101,5,4800.0,10:30-22:00,"POS,ONLINE,UPI,CARD",Refund abuse / credential stuffing,0.022,55,41608.21,INR,PURCHASE,UPI,MOBILE_APP,1,0,Bengaluru,14.0,0,0,1,DEV-SOWMIYA-ONEPLUS-11,mobile_android,0,BEN-CUST_SOWMIYA_003-TRUSTED,Trusted Household Vendor,14,1,1,14,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10009,2026-06-27 00:13:48,2026-06-27,00:13:48,0,5,1,1,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M013,CartNest Online,E-commerce,Multi-category Marketplace,Chennai,Guindy,Tamil Nadu,600032,13.0067,80.2026,5,6200.0,24_HOURS,"ONLINE,UPI,CARD,NETBANKING",Account takeover + triangulation shipping fraud,0.045,112,1672.99,INR,PURCHASE,ONLINE,MOBILE_APP,0,0,Chennai,8.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,13,0,1,14,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MOHANA_002-10009,2026-06-27 00:25:51,2026-06-27,00:25:51,0,5,1,1,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M011,SkyTrail Travels,Travel Agency,Flight & International Tour Packages,Coimbatore,Gandhipuram,Tamil Nadu,641012,11.0183,76.9664,11,44000.0,09:00-20:00,"ONLINE,TRANSFER,CARD",Mule-account ticket arbitrage & fast cancellation fraud,0.052,130,9092.3,INR,PURCHASE,CARD,MOBILE_APP,0,0,Coimbatore,12.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,12,1,2,17,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10010,2026-06-27 01:41:43,2026-06-27,01:41:43,1,5,1,1,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M025,ShieldSure Services,Insurance Services,General & Health Insurance Premium,Chennai,Egmore,Tamil Nadu,600008,13.0784,80.2607,13,14000.0,09:30-18:00,"ONLINE,NETBANKING,CARD",Premium diversion / fake policy payment slips,0.019,47,2279.85,INR,PURCHASE,ONLINE,MOBILE_APP,0,0,Chennai,2.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,10,0,2,14,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10010,2026-06-27 01:41:46,2026-06-27,01:41:46,1,5,1,1,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M005,UrbanThread Studio,Fashion / Apparel,Designer & Ready-to-wear,Chennai,Anna Nagar,Tamil Nadu,600040,13.085,80.2101,5,4800.0,10:30-22:00,"POS,ONLINE,UPI,CARD",Refund abuse / credential stuffing,0.022,55,21541.92,INR,P2P_TRANSFER,ONLINE,WEB_PORTAL,0,0,Unknown Proxy,2867.0,1,1,0,DEV-ROGUE-EMULATOR-891,unknown_bot,1,BEN-MULE-7242,QuickMule Transfer 12,0,7,18,82,5,4,0,Mule-account behavior,Pre-auth Block,Automated high-velocity attack from unknown device,1
TXN-CUST_MOHANA_002-10010,2026-06-27 01:54:23,2026-06-27,01:54:23,1,5,1,1,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M004,Aurelia Gold House,Jewellery,Gold & Diamond Jewellery,Coimbatore,RS Puram,Tamil Nadu,641002,11.0089,76.9514,14,78000.0,10:00-20:30,"POS,CARD,TRANSFER",Account takeover / card-not-present luxury surge,0.065,162,4159.15,INR,PURCHASE,TRANSFER,MOBILE_APP,1,0,Coimbatore,3.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,14,0,4,25,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10011,2026-06-27 03:08:48,2026-06-27,03:08:48,3,5,1,1,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M016,MotoCare Garage,Auto Service,Car Service & Detailing Hub,Chennai,Pallikaranai,Tamil Nadu,600100,12.9372,80.2014,7,8900.0,08:30-20:30,"POS,UPI,CARD",Over-invoicing / synthetic card payments,0.021,52,36957.01,INR,P2P_TRANSFER,CARD,WEB_PORTAL,0,1,Dubai,3948.0,1,1,0,DEV-ROGUE-EMULATOR-490,unknown_bot,1,BEN-MULE-3180,QuickMule Transfer 13,0,8,31,131,4,4,0,Account takeover,Pre-auth Block,Automated high-velocity attack from unknown device,1
TXN-CUST_MONISHA_001-10011,2026-06-27 03:10:57,2026-06-27,03:10:57,3,5,1,1,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M025,ShieldSure Services,Insurance Services,General & Health Insurance Premium,Chennai,Egmore,Tamil Nadu,600008,13.0784,80.2607,13,14000.0,09:30-18:00,"ONLINE,NETBANKING,CARD",Premium diversion / fake policy payment slips,0.019,47,1198.05,INR,PURCHASE,CARD,MOBILE_APP,0,0,Chennai,15.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,13,1,3,17,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MOHANA_002-10011,2026-06-27 03:23:30,2026-06-27,03:23:30,3,5,1,1,CUST_MOHANA_002,180,Coimbatore,Tamil Nadu,Medium Risk / 12% Fraud Rate,M002,CircuitBay Electronics,Consumer Electronics,Laptops & Gadgets,Chennai,Velachery,Tamil Nadu,600042,12.9759,80.2212,6,32000.0,10:00-21:30,"POS,ONLINE,EMI,UPI",Stolen payment details / high-ticket electronics delivery,0.048,120,11368.53,INR,PURCHASE,EMI,MOBILE_APP,1,0,Coimbatore,7.0,0,0,1,DEV-MOHANA-SAMSUNG-S23,mobile_android,0,BEN-CUST_MOHANA_002-TRUSTED,Trusted Household Vendor,6,0,4,24,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_MONISHA_001-10012,2026-06-27 04:35:16,2026-06-27,04:35:16,4,5,1,1,CUST_MONISHA_001,420,Chennai,Tamil Nadu,Low Risk / 3% Fraud Rate,M025,ShieldSure Services,Insurance Services,General & Health Insurance Premium,Chennai,Egmore,Tamil Nadu,600008,13.0784,80.2607,13,14000.0,09:30-18:00,"ONLINE,NETBANKING,CARD",Premium diversion / fake policy payment slips,0.019,47,1158.02,INR,PURCHASE,NETBANKING,MOBILE_APP,0,0,Chennai,13.0,0,0,1,DEV-MONISHA-IPHONE-15,mobile_ios,0,BEN-CUST_MONISHA_001-TRUSTED,Trusted Household Vendor,12,0,1,13,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
TXN-CUST_SOWMIYA_003-10012,2026-06-27 04:37:42,2026-06-27,04:37:42,4,5,1,1,CUST_SOWMIYA_003,55,Bengaluru,Karnataka,High Risk / 26% Fraud Rate,M009,RapidFuel Station,Fuel Station,"Petrol, Diesel & EV Fast Charge",Salem,Fairlands,Tamil Nadu,636016,11.6643,78.146,9,3100.0,24_HOURS,"POS,FLEET_CARD,UPI",Automated fleet card skimming,0.024,60,30834.47,INR,PURCHASE,FLEET_CARD,MOBILE_APP,1,0,Bengaluru,14.0,0,0,1,DEV-SOWMIYA-ONEPLUS-11,mobile_android,0,BEN-CUST_SOWMIYA_003-TRUSTED,Trusted Household Vendor,5,1,2,15,0,0,0,None,Resolved Genuine,Standard Habitual Purchase,0
